,label,tweet,tweets_length,cleaned_tweets,label_code
76,anger,[USERNAME] Heee aku kemarin ngeliat hoak tetang pohon plastik pertama kali dr akun anda ygdisebarkan lewat fb .... ini bukan saja nol besar tp skaligus nonjok muka junjungan sdr ... terima kasih,30,username heee aku kemarin ngeliat hoak tetang pohon plastik pertama kali dr akun anda ygdisebarkan lewat fb ini bukan saja nol besar tp skaligus nonjok muka junjung sdr terima kasih,0
77,anger,"[USERNAME] Min ini gimana? Kurirnya salah kirim, malah ke alamat orang. Trs pertanggung jawabannya gimana? Tolong respon secepatnya. Thanks. [URL]",20,username min ini gimana kurir salah kirim malah ke alamat orang trs tanggung jawab gimana tolong respon cepat thanks url,0
78,fear,Ini pas banget! Gue habis baca buku ada bule PDKT bilang cariin rumah sama.mobil. dicariin mobil sama rumah mewah si bule Ok dan niat kirim uang sekitar $100jt tp pake pos. Bilang sama hadiah lain. Tp gak masuk akal kirim yang sebanyak itu pake pos [URL],47,ini pas banget gue habis baca buku ada bule pdkt bilang cariin rumah sama mobil dicariin mobil sama rumah mewah si bule ok dan niat kirim uang sekitar 100jt tp pake pos bilang sama hadiah lain tp gak masuk akal kirim yang banyak itu pake pos url,4
79,anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering ..,19,username username username username masalah itu uang buat konsumsi buka puasa bareng anak yatim yang harus bayar ke katering,0
80,sadness,Niat ke masjid sholat nya di lantai 2 berharap bisa obob manjah krn biasanya ga banyak yg solat disini. Fact: Fullhouse mpe shaf belakang. Bhay!,25,niat ke masjid sholat nya di lantai 2 harap bisa obob manjah krn biasa ga banyak yg solat sini fact fullhouse mpe shaf belakang bhay,2
81,happy,"Paling excited kalo ngobrol sama orang kreatif, siap saja kalo bakal tercengang sama ide mereka yang mungkin belum pernah terpikirkan olehmu: ""Oh iya, kenapa aku baru kepikiran?""  ",27,paling excited kalo ngobrol sama orang kreatif siap saja kalo bakal cengang sama ide mereka yang mungkin belum pernah pikir oleh oh iya kenapa aku baru pikir,1
82,anger,"Miris : Menciptakan 'karya' dengan susah payah yang menguras pikiran,tenaga,waktu dan materi,... KALAH oleh oknum yg menjiplak dan/atau sekedar terima beres memanfaatkan karya orang lain dengan gimmik dan sensasi. Gimana menurut [USERNAME] ??",34,miris cipta karya dengan susah payah yang uras pikir tenaga waktu dan materi kalah oleh oknum yg jiplak dan atau dar terima beres manfaat karya orang lain dengan gimmik dan sensasi gimana turut username,0
83,anger,"Sebelah mana stereotyping-nya dari pernyataan saya? Coba ditunjukkan, siapa tahu saya salah bicara. Bagus dong kalau banyak yang mengecam. Semakin banyak makin terdengar suara untuk kebenaran, semakin bagus. Kalau benar tapi kalah keras sama yang salah, itu yang harus diatasi. [URL]",42,belah mana stereotyping nya dari nyata saya coba tunjuk siapa tahu saya salah bicara bagus dong kalau banyak yang kecam makin banyak makin dengar suara untuk benar makin bagus kalau benar tapi kalah keras sama yang salah itu yang harus atas url,0
84,anger,Tipikal cowo menye menye bgt ni. Paling ngga bisa diajak argumen. Menyalahkan orang dan mengeluh terus ni manusia maha sempurna. Pen ngatain goblok tapi puasa.,25,tipikal cowo menye menye bgt ni paling ngga bisa ajak argumen salah orang dan keluh terus ni manusia maha sempurna pen ngatain goblok tapi puasa,0
85,happy,Tiada henti 2ny q mengucap syukut alhmdllh.... Skrg aku bsa.... Uang jadi panitia kmrn alhmdllh trmkah kau bri brlmpah.... Mski tak sbrpa inysllh lma2 mmbukit amn [URL],27,tiada henti 2ny q ucap syukut alhmdllh skrg aku bsa uang jadi panitia kmrn alhmdllh trmkah kau bri brlmpah mski tak sbrpa inysllh lma2 mmbukit amn url,1
86,anger,"Kamu mau ngomong apa.Kayaknya kamu dendam kpd Anies.Pernah disakiti olh gub Anies?Salah apa Anies kpdmu?.Knp dendam?Kamu klmpok DKI42% yg tdk puny gub,Anies bukan [URL] pada tempatnya kamu maki2 Anies.Salah. [URL]",37,kamu mau ngomong apa kayak kamu dendam kpd anies pernah sakit olh gub anies salah apa anies kpdmu knp dendam kamu klmpok dki42 yg tdk puny gub anies bukan url pada tempat kamu maki2 anies salah url,0
87,sadness,Ketika di group keluarga udah pada ngomongin mudik. Duuh pengen mudik. Tapi apa daya suami libur cuma 4 hari dr hari H lebaran. Itu juga kalo g di telpon disuruh masuk. 2 tahun lalu malah habis sholat eid lgsg kerja ,40,ketika di group keluarga udah pada ngomongin mudik duuh ken mudik tapi apa daya suami libur cuma 4 hari dr hari h lebaran itu juga kalo g di telpon suruh masuk 2 tahun lalu malah habis sholat eid lgsg kerja,2
88,sadness,Orang yg pernah kalah dalam pertarungan POLITIK sulit untuk bisa disembuhkan Karena mereka tdk bs meraih impian dan sdh kehilangan banyak Harta.,22,orang yg pernah kalah dalam tarung politik sulit untuk bisa sembuh karena mereka tdk bs raih impi dan sdh hilang banyak harta,2
89,sadness,"Nggada sinyal di rumah, membuatku banyak berfikir, berfikir doank tapi, pikiran ke mana mana, random.. Tapi pasti ada dia :(",19,nggada sinyal di rumah buat banyak berfikir berfikir doank tapi pikir ke mana mana random tapi pasti ada dia,2
90,fear,"Ada khabar kasus tuduhan chat mesum terhadap Imam Besar Habib Rizieq sdh dihentikan, mohon bantu doa semoga benar adanya. Semoga kesucian Ramadhan membuka mata hati bapak2 kita yg menyidik.amin",30,ada khabar kasus tuduh chat mesum hadap imam besar habib rizieq sdh henti mohon bantu doa moga benar ada moga suci ramadhan buka mata hati bapak2 kita yg sidik amin,4
91,fear,"Jangan ngecengin gua lagi ya gaes [USERNAME] [USERNAME] [USERNAME], orang ini udah ada blog-nya juga.. ..ya walaupun nulisnya nggak jam 2 dinihari sih.",24,jangan ngecengin gua lagi ya gaes username username username orang ini udah ada blog nya juga ya walaupun nulisnya nggak jam 2 dinihari sih,4
92,anger,Cari orang2 yg selalu menyudutkan Ansor. Sabar itu bagus tp kalau terus menerus difitnah disalahkan jangan tinggal diam Saatnya,19,cari orang2 yg selalu sudut ansor sabar itu bagus tp kalau terus terus fitnah salah jangan tinggal diam saat,0
93,love,"halohaa selamat siang Denise Udah pulang sekolah belum nih ? Jangan lupa makan siang ya, oh iya gimana udah sehatan kan kamu ? Kalo emang masih kurang sehat ya banyakin istirahat aja sekarang"" Kk selalu nunggu kok tweet"" dari k",38,halohaa selamat siang denise udah pulang sekolah belum nih jangan lupa makan siang ya oh iya gimana udah sehat kan kamu kalo emang masih kurang sehat ya banyakin istirahat aja sekarang kk selalu nunggu kok tweet dari k,3
94,anger,"Itu lah bodoh mu bong.. disuruh baca, tidak mau baca... PBB CIKAL BAKALNYA DARI MASYUMI , PBB =KELUARGA BESAR BULAN BINTANG = MASYUMI dasar bong200",23,itu lah bodoh mu bong suruh baca tidak mau baca pbb cikal bakal dari masyumi pbb keluarga besar bulan bintang masyumi dasar bong200,0
95,fear,Mudah2an sudah terupload smua sebelum z mudik Karna fans modal quota pun butuh daerah dengan jaringan yang bagus.. hiksss Hitungan jam juga br slsi kalo z mo donlot ini di rumahku pi ,32,mudah2an sudah terupload smua belum z mudik karna fans modal quota pun butuh daerah dengan jaring yang bagus hiksss hitung jam juga br slsi kalo z mo donlot ini di rumah pi,4
96,anger,Orang pendukung khilafah memang harus di black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],23,orang dukung khilafah memang harus di black mail username username username username username username username username username username username username username username url,0
97,anger,"jangan sok akrab ye mention mention gue , maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada .. #SalamSatuNyaliLari #BonekJancuk [URL]",28,jangan sok akrab ye mention mention gue maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada salamsatunyalilari bonekjancuk url,0
98,happy,"Alhamdulillah Prof, setelah berbicara semalam di [USERNAME] adem rasanya, semoga membawa keberkahan. Aamiin Yaa Rabbal 'Aalamiin.",16,alhamdulillah prof telah bicara malam di username adem rasa moga bawa berkah aamiin yaa rabbal aalamiin,1
99,happy,"Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an",42,keren kira kira masih ada nggak yg bilang pak username anti islam 3 5 triliun 142 hektar jadi kampus rujuk islam dunia kelas al azhar belum lagi proyek ponpes madrasah masjid dan fasilitas ummat lain kl ada yg masih bilang beliau an,1
100,anger,"[USERNAME] saya kan datang untuk bertanya, kemudian ngobrol tuh sama mba mba Help desk. tapi saya tetep ga ngerti karena ga dapet jawaban yg menjawab pertanyaan saya. trus mbanya lama lama agak emosi, yaudah makin ga kejawab dong, trus saya pulang.",41,username saya kan datang untuk tanya kemudian ngobrol tuh sama mba mba help desk tapi saya tetep ga ngerti karena ga dapet jawab yg jawab tanya saya trus mbanya lama lama agak emosi yaudah makin ga jawab dong trus saya pulang,0
101,anger,"Sering tuh gua digituin pas kalo baru ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih "" wah senyum aja iya2in aja dalem hati ""bacot lu anjing""",28,sering tuh gua digituin pas kalo baru ketemu apsara lagi kok awat makin banyak makin gendut aja sih wah senyum aja iya2in aja dalem hati bacot lu anjing,0
102,fear,"kalo sifat buruk mungkin bisa dirubah dengan bertambahnya umur atau berubahnya keadaan. kalo kebiasaan buruk mungkin sulit ya? karena semacam udah jadi hobi, gitu ga sih?",26,kalo sifat buruk mungkin bisa rubah dengan tambah umur atau ubah ada kalo biasa buruk mungkin sulit ya karena macam udah jadi hobi gitu ga sih,4
103,fear," berdesakan..bejubelan, di kRL adalah salah satu godaan dalam berpuasa.....apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot...hehe..",22,desa bejubelan di krl adalah salah satu goda dalam puasa apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot hehe,4
104,anger,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal,40,username belanjaitugakribet nyata cm slogan doang stelah dkomplen nyata dbatalin pihak dan nama besar itu ndak jamin profesional ya trus nyampein ke pihak official store klo sy yg batalin pdhl samsek ga sy batalin jd skrg sy udh tau kal,0
105,happy,Happy birthday to us [USERNAME] and happy 6th anniv wkwkwk Bentar lagi kita putus huhu aku harus cari pacar baru :3 [URL],22,happy birthday to us username and happy 6th anniv wkwkwk bentar lagi kita putus huhu aku harus cari pacar baru 3 url,1
106,fear,Terus.. Baca komen2nya pada bilang kalo musik itu haram. Dan bla bla. Nah disini aku tau. Kalo fanatik kan emang gaboleh. Tp kalau sekedar suka gitu gimana?,27,terus baca komen2nya pada bilang kalo musik itu haram dan bla bla nah sini aku tau kalo fanatik kan emang gaboleh tp kalau dar suka gitu gimana,4
107,happy,"Rabu, 06-06-2018, anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu, Bakauheni. Eit, ternyata ia dapat piala jugak hehehe",20,rabu 06 06 2018 anakbujangku selesai tempuh didik di tk bhakti ibu bakauheni eit nyata ia dapat piala jugak hehehe,1
108,anger,SAYA HIDUP DIZAMAN PRESIDEN HEBAT YAITU SOEHARTO.. Beliau Buat Aman dan tenang untuk Masyarakat..... Tetapi tidak tenang untuk: Kaum PKI Kaum Rampok Kaum Bandit Kaum yg ingin jadi pejabat negara tapi otaknya kosong. Hanya kaum itulah yg Tidak Suka Bapak SOEHARTO [URL],42,saya hidup zaman presiden hebat yaitu soeharto beliau buat aman dan tenang untuk masyarakat tetapi tidak tenang untuk kaum pki kaum rampok kaum bandit kaum yg ingin jadi jabat negara tapi otak kosong hanya kaum itu yg tidak suka bapak soeharto url,0
109,happy,"Bersama segenap dewan guru.. Terimakasih telah membimbing anak kami selama ini, Bu.. Semoga ibu-ibu semua dimudahkan segala urusannya, dan ilmu yang ibu ajarkan menjadi amal jariah yang pahalanya akan terus mengalir ke ibu, selamanya.. [URL]",36,sama segenap dewan guru terimakasih telah bimbing anak kami lama ini bu moga ibu ibu semua mudah segala urus dan ilmu yang ibu ajar jadi amal jariah yang pahala akan terus alir ke ibu lama url,1
110,anger,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",27,gue emang cuek sih bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokok jangan sampe gue ajak nongkrong breng,0
111,sadness,"Bagi anda anda yg dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih",20,bagi anda anda yg anugerah gigi rapi dari lahir syukur karena pake behel nyata lebih sakit daripada sakit hati menurutguesih,2
112,happy," Alhamdulillah Pie,,di RSUP Kariadi ini bener2 diurus, jd sudah gak panas tinggi lg soalnya langsung dikasih Paracetamol yg botolan",20,alhamdulillah pie di rsup kariadi ini bener2 urus jd sudah gak panas tinggi lg soal langsung kasih paracetamol yg botol,1
113,anger,"Melihat udah terlalu banyak [USERNAME] project yang jatohnya malah jadi scam dan fraud, asli gue pengen coba deh bawa mereka sama creator creator mereka yang udah bawa kabur duit banyak orang (termasuk gue) ke ranah hukum Indonesia.",37,lihat udah terlalu banyak username project yang jatohnya malah jadi scam dan fraud asli gue ken coba deh bawa mereka sama creator creator mereka yang udah bawa kabur duit banyak orang masuk gue ke ranah hukum indonesia,0
114,anger,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih ",36,soal via vallen gue sepakat sama nikita mirzani jangan lebay kalau gak suka di gituin tinggal tolak dan block tu orang jgn di share2 jadi konsumsi publik kek ingin tampil polos tak dosa gimana gituu menurutkusih,0
115,fear,"Baru 'ngerusuh' di balai desa Terus pas mau pulang tadi, bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok ndak kelihatan?"" ""Hah? Teman saya buk? O.o"" Bu Lurah: ""Iya, yang biasa bareng, dari senin ndak berangkat lho."" WAIT, DARI SENIN????",45,baru ngerusuh di balai desa terus pas mau pulang tadi bu lurah nanya mba ulfah itu teman yang satu ke mana sih kok ndak lihat hah teman saya buk o o bu lurah iya yang biasa bareng dari senin ndak berangkat lho wait dari senin,4
116,fear,"Mba PPS: ""Tuh, pasti ada apa-apa.... mba Ulfa juga pasti ngerasa ini kok ga ada."" ""....Sebentar, sebentar..."" DIA KENAPA LAGI SIH, DARI SENIN GA BERANGKAT :""( Bikin khawatir aja T.T",31,mba pps tuh pasti ada apa apa mba ulfa juga pasti ngerasa ini kok ga ada sebentar sebentar dia kenapa lagi sih dari senin ga berangkat bikin khawatir aja t t,4
117,anger,"Hadeh ini lagi Satu Cewe yg udh pikirannya jahat, jari jarinya jahat. Dinikmati? Heh mbak emang penyanyi dangdut itu auto lonte? Lonte juga bisa kena sexual harassment mbaaaak.",28,hadeh ini lagi satu cewe yg udh pikir jahat jari jari jahat nikmat heh mbak emang nyanyi dangdut itu auto lonte lonte juga bisa kena sexual harassment mbaaaak,0
118,sadness,"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk",27,lu ngapa si galau mulu lu kalo galau banyak diem kalau lg neng gabisa diem mangat dong kak nanas neng itu bisa nularin ke orang2 loh wkwk,2
119,anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha,19,sudah juta kali bong kasih tau pak harto hanya kejam pki bandit rampok lo turun kelompok mana bong hahahahaha,0
120,happy,"Sebentar lagi ketemu krucil-krucil ponakan yang gemesin banget, suka nya minta main berantem-beranteman. Seru sih meskipun ya resiko pada pegel-pegel nantinya, sedikit-sedikit sambil ngajarin berhitung agar #JadiLebihBaik lagi Nanti pas masuk sekolah",36,sebentar lagi ketemu krucil krucil ponakan yang gemesin banget suka nya minta main antem antem seru sih meski ya resiko pada gel gel nanti sedikit sedikit sambil ngajarin hitung agar jadilebihbaik lagi nanti pas masuk sekolah,1
121,anger,"Lalu bagaimana dengan negara? Mereka akan kehilangan banyak pendapatan dari cukai rokok. Hutang negara akan semakin banyak. Ah, itu kan hanya pembenaranmu saja. Coba lihat ini! Bagaimana? Apa pendapatmu masih sama? [URL]",32,lalu bagaimana dengan negara mereka akan hilang banyak dapat dari cukai rokok hutang negara akan makin banyak ah itu kan hanya benar saja coba lihat ini bagaimana apa dapat masih sama url,0
